student_id,student_name,semester,subject_code,subject_name,faculty_id,date,class_start_time,class_end_time,time_in,time_out,status,late_entry,is_exam_week,remarks
ST1167,Student_167,4,ML302,Machine Learning,F102,2025-04-23,09:00,10:00,09:13,10:00,1,1,1,Late
ST1350,Student_350,4,DL402,Deep Learning,F104,2025-03-21,09:00,10:00,,,0,0,0,Absent
ST1293,Student_293,5,AI401,Artificial Intelligence,F103,2025-04-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1097,Student_97,5,BD403,Big Data Analytics,F105,2025-06-12,09:00,10:00,,,0,0,0,Absent
ST1370,Student_370,4,ML302,Machine Learning,F102,2025-03-27,09:00,10:00,09:03,10:00,1,1,0,Late
ST1062,Student_62,6,AI401,Artificial Intelligence,F103,2025-02-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1314,Student_314,4,DS301,Data Science,F101,2025-05-02,09:00,10:00,09:00,10:00,1,0,0,On time
ST1096,Student_96,5,DS301,Data Science,F101,2025-01-20,09:00,10:00,09:00,10:00,1,0,0,On time
ST1344,Student_344,6,AI401,Artificial Intelligence,F103,2025-06-16,09:00,10:00,09:00,10:00,1,0,0,On time
ST1343,Student_343,6,BD403,Big Data Analytics,F105,2025-03-19,09:00,10:00,,,0,0,0,Absent
ST1264,Student_264,5,DS301,Data Science,F101,2025-04-11,09:00,10:00,09:03,10:00,1,1,0,Late
ST1316,Student_316,3,AI401,Artificial Intelligence,F103,2025-02-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1172,Student_172,5,DS301,Data Science,F101,2025-04-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1398,Student_398,3,BD403,Big Data Analytics,F105,2025-02-06,09:00,10:00,09:06,10:00,1,1,0,Late
ST1178,Student_178,4,ML302,Machine Learning,F102,2025-06-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1334,Student_334,6,AI401,Artificial Intelligence,F103,2025-07-21,09:00,10:00,09:00,10:00,1,0,0,On time
ST1258,Student_258,5,BD403,Big Data Analytics,F105,2025-01-31,09:00,10:00,09:11,10:00,1,1,0,Late
ST1088,Student_88,6,ML302,Machine Learning,F102,2025-06-28,09:00,10:00,09:00,10:00,1,0,0,On time
ST1114,Student_114,4,ML302,Machine Learning,F102,2025-06-19,09:00,10:00,09:00,10:00,1,0,0,On time
ST1086,Student_86,5,ML302,Machine Learning,F102,2025-01-31,09:00,10:00,09:15,10:00,1,1,0,Late
ST1238,Student_238,5,DL402,Deep Learning,F104,2025-06-23,09:00,10:00,09:00,10:00,1,0,1,On time
ST1286,Student_286,5,DS301,Data Science,F101,2025-02-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1392,Student_392,4,BD403,Big Data Analytics,F105,2025-04-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1352,Student_352,4,ML302,Machine Learning,F102,2025-02-12,09:00,10:00,,,0,0,0,Absent
ST1172,Student_172,5,DS301,Data Science,F101,2025-03-04,09:00,10:00,09:00,10:00,1,0,0,On time
ST1367,Student_367,6,ML302,Machine Learning,F102,2025-04-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1058,Student_58,4,DS301,Data Science,F101,2025-03-12,09:00,10:00,09:13,10:00,1,1,0,Late
ST1365,Student_365,5,BD403,Big Data Analytics,F105,2025-06-30,09:00,10:00,09:00,10:00,1,0,0,On time
ST1357,Student_357,6,AI401,Artificial Intelligence,F103,2025-08-25,09:00,10:00,09:00,10:00,1,0,0,On time
ST1493,Student_493,6,DL402,Deep Learning,F104,2025-02-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1175,Student_175,6,DL402,Deep Learning,F104,2025-05-26,09:00,10:00,09:00,10:00,1,0,0,On time
ST1300,Student_300,6,ML302,Machine Learning,F102,2025-07-22,09:00,10:00,09:00,10:00,1,0,0,On time
ST1474,Student_474,4,AI401,Artificial Intelligence,F103,2025-02-15,09:00,10:00,,,0,0,0,Absent
ST1109,Student_109,6,ML302,Machine Learning,F102,2025-02-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1218,Student_218,5,DS301,Data Science,F101,2025-02-22,09:00,10:00,09:00,10:00,1,0,1,On time
ST1196,Student_196,5,ML302,Machine Learning,F102,2025-08-30,09:00,10:00,09:00,10:00,1,0,0,On time
ST1500,Student_500,4,ML302,Machine Learning,F102,2025-04-17,09:00,10:00,09:00,10:00,1,0,0,On time
ST1396,Student_396,3,DS301,Data Science,F101,2025-05-30,09:00,10:00,09:00,10:00,1,0,0,On time
ST1121,Student_121,6,AI401,Artificial Intelligence,F103,2025-04-04,09:00,10:00,09:00,10:00,1,0,0,On time
ST1026,Student_26,6,DS301,Data Science,F101,2025-03-26,09:00,10:00,09:00,10:00,1,0,0,On time
ST1132,Student_132,6,DL402,Deep Learning,F104,2025-04-12,09:00,10:00,09:03,10:00,1,1,0,Late
ST1295,Student_295,6,DL402,Deep Learning,F104,2025-01-23,09:00,10:00,09:12,10:00,1,1,0,Late
ST1097,Student_97,5,BD403,Big Data Analytics,F105,2025-02-24,09:00,10:00,09:00,10:00,1,0,1,On time
ST1099,Student_99,6,AI401,Artificial Intelligence,F103,2025-03-29,09:00,10:00,09:00,10:00,1,0,0,On time
ST1238,Student_238,5,DS301,Data Science,F101,2025-05-19,09:00,10:00,09:00,10:00,1,0,0,On time
ST1253,Student_253,4,DS301,Data Science,F101,2025-05-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1100,Student_100,4,AI401,Artificial Intelligence,F103,2025-06-03,09:00,10:00,09:15,10:00,1,1,0,Late
ST1343,Student_343,6,DL402,Deep Learning,F104,2025-05-30,09:00,10:00,09:00,10:00,1,0,0,On time
ST1276,Student_276,3,DL402,Deep Learning,F104,2025-04-05,09:00,10:00,,,0,0,0,Absent
ST1102,Student_102,6,DL402,Deep Learning,F104,2025-08-22,09:00,10:00,,,0,0,1,Absent
ST1158,Student_158,3,DS301,Data Science,F101,2025-04-12,09:00,10:00,09:00,10:00,1,0,0,On time
ST1302,Student_302,5,ML302,Machine Learning,F102,2025-06-30,09:00,10:00,09:00,10:00,1,0,0,On time
ST1132,Student_132,6,DL402,Deep Learning,F104,2025-01-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1279,Student_279,6,DS301,Data Science,F101,2025-03-13,09:00,10:00,09:00,10:00,1,0,0,On time
ST1029,Student_29,5,DL402,Deep Learning,F104,2025-04-08,09:00,10:00,,,0,0,0,Absent
ST1152,Student_152,6,BD403,Big Data Analytics,F105,2025-05-17,09:00,10:00,09:00,10:00,1,0,0,On time
ST1110,Student_110,5,ML302,Machine Learning,F102,2025-04-21,09:00,10:00,09:03,10:00,1,1,1,Late
ST1157,Student_157,6,DS301,Data Science,F101,2025-05-24,09:00,10:00,09:07,10:00,1,1,0,Late
ST1205,Student_205,4,AI401,Artificial Intelligence,F103,2025-08-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1034,Student_34,3,ML302,Machine Learning,F102,2025-06-12,09:00,10:00,09:05,10:00,1,1,0,Late
ST1051,Student_51,6,BD403,Big Data Analytics,F105,2025-05-27,09:00,10:00,09:00,10:00,1,0,0,On time
ST1023,Student_23,6,DL402,Deep Learning,F104,2025-08-13,09:00,10:00,09:00,10:00,1,0,0,On time
ST1159,Student_159,4,DL402,Deep Learning,F104,2025-06-30,09:00,10:00,09:00,10:00,1,0,0,On time
ST1016,Student_16,5,BD403,Big Data Analytics,F105,2025-06-21,09:00,10:00,09:00,10:00,1,0,1,On time
ST1265,Student_265,5,DL402,Deep Learning,F104,2025-06-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1201,Student_201,6,DS301,Data Science,F101,2025-01-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1384,Student_384,5,DS301,Data Science,F101,2025-03-12,09:00,10:00,09:08,10:00,1,1,0,Late
ST1486,Student_486,6,DL402,Deep Learning,F104,2025-03-07,09:00,10:00,09:02,10:00,1,1,0,Late
ST1015,Student_15,5,DS301,Data Science,F101,2025-03-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1061,Student_61,5,AI401,Artificial Intelligence,F103,2025-09-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1306,Student_306,6,BD403,Big Data Analytics,F105,2025-08-07,09:00,10:00,,,0,0,0,Absent
ST1327,Student_327,6,DL402,Deep Learning,F104,2025-02-21,09:00,10:00,09:00,10:00,1,0,1,On time
ST1009,Student_9,6,ML302,Machine Learning,F102,2025-01-03,09:00,10:00,09:02,10:00,1,1,0,Late
ST1049,Student_49,5,ML302,Machine Learning,F102,2025-04-19,09:00,10:00,09:00,10:00,1,0,0,On time
ST1454,Student_454,5,BD403,Big Data Analytics,F105,2025-06-09,09:00,10:00,09:00,10:00,1,0,0,On time
ST1090,Student_90,3,AI401,Artificial Intelligence,F103,2025-03-14,09:00,10:00,09:09,10:00,1,1,0,Late
ST1339,Student_339,4,AI401,Artificial Intelligence,F103,2025-07-04,09:00,10:00,09:00,10:00,1,0,0,On time
ST1206,Student_206,6,ML302,Machine Learning,F102,2025-01-16,09:00,10:00,09:00,10:00,1,0,0,On time
ST1103,Student_103,3,ML302,Machine Learning,F102,2025-06-28,09:00,10:00,09:00,10:00,1,0,0,On time
ST1187,Student_187,3,AI401,Artificial Intelligence,F103,2025-07-21,09:00,10:00,09:00,10:00,1,0,0,On time
ST1482,Student_482,6,BD403,Big Data Analytics,F105,2025-05-23,09:00,10:00,09:00,10:00,1,0,0,On time
ST1183,Student_183,4,BD403,Big Data Analytics,F105,2025-01-17,09:00,10:00,09:00,10:00,1,0,0,On time
ST1189,Student_189,5,ML302,Machine Learning,F102,2025-02-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1063,Student_63,6,ML302,Machine Learning,F102,2025-01-08,09:00,10:00,,,0,0,0,Absent
ST1097,Student_97,5,BD403,Big Data Analytics,F105,2025-06-20,09:00,10:00,09:00,10:00,1,0,1,On time
ST1062,Student_62,6,AI401,Artificial Intelligence,F103,2025-08-29,09:00,10:00,09:00,10:00,1,0,0,On time
ST1361,Student_361,5,AI401,Artificial Intelligence,F103,2025-03-12,09:00,10:00,09:00,10:00,1,0,0,On time
ST1348,Student_348,4,AI401,Artificial Intelligence,F103,2025-01-23,09:00,10:00,,,0,0,0,Absent
ST1074,Student_74,6,DL402,Deep Learning,F104,2025-05-21,09:00,10:00,09:00,10:00,1,0,0,On time
ST1143,Student_143,6,DL402,Deep Learning,F104,2025-02-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1330,Student_330,6,BD403,Big Data Analytics,F105,2025-08-02,09:00,10:00,09:00,10:00,1,0,0,On time
ST1253,Student_253,4,DL402,Deep Learning,F104,2025-04-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1460,Student_460,5,AI401,Artificial Intelligence,F103,2025-07-17,09:00,10:00,09:00,10:00,1,0,0,On time
ST1468,Student_468,5,DL402,Deep Learning,F104,2025-07-04,09:00,10:00,09:08,10:00,1,1,0,Late
ST1135,Student_135,4,BD403,Big Data Analytics,F105,2025-01-01,09:00,10:00,,,0,0,0,Absent
ST1285,Student_285,5,DS301,Data Science,F101,2025-05-05,09:00,10:00,09:06,10:00,1,1,0,Late
ST1361,Student_361,5,BD403,Big Data Analytics,F105,2025-03-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1324,Student_324,4,BD403,Big Data Analytics,F105,2025-07-12,09:00,10:00,09:00,10:00,1,0,0,On time
ST1424,Student_424,3,DL402,Deep Learning,F104,2025-07-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1431,Student_431,4,DS301,Data Science,F101,2025-06-02,09:00,10:00,,,0,0,0,Absent
ST1030,Student_30,5,DL402,Deep Learning,F104,2025-07-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1265,Student_265,5,ML302,Machine Learning,F102,2025-04-21,09:00,10:00,09:00,10:00,1,0,1,On time
ST1197,Student_197,6,DS301,Data Science,F101,2025-05-08,09:00,10:00,,,0,0,0,Absent
ST1273,Student_273,3,DL402,Deep Learning,F104,2025-01-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1166,Student_166,6,BD403,Big Data Analytics,F105,2025-02-19,09:00,10:00,09:00,10:00,1,0,0,On time
ST1333,Student_333,4,DS301,Data Science,F101,2025-08-07,09:00,10:00,09:00,10:00,1,0,0,On time
ST1458,Student_458,4,DS301,Data Science,F101,2025-08-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1011,Student_11,3,DS301,Data Science,F101,2025-08-02,09:00,10:00,09:00,10:00,1,0,0,On time
ST1096,Student_96,5,BD403,Big Data Analytics,F105,2025-08-01,09:00,10:00,09:00,10:00,1,0,0,On time
ST1480,Student_480,5,BD403,Big Data Analytics,F105,2025-04-02,09:00,10:00,09:00,10:00,1,0,0,On time
ST1238,Student_238,5,AI401,Artificial Intelligence,F103,2025-05-07,09:00,10:00,09:00,10:00,1,0,0,On time
ST1289,Student_289,6,BD403,Big Data Analytics,F105,2025-08-26,09:00,10:00,09:05,10:00,1,1,0,Late
ST1490,Student_490,4,AI401,Artificial Intelligence,F103,2025-06-09,09:00,10:00,09:00,10:00,1,0,0,On time
ST1392,Student_392,4,DL402,Deep Learning,F104,2025-03-12,09:00,10:00,09:00,10:00,1,0,0,On time
ST1177,Student_177,6,AI401,Artificial Intelligence,F103,2025-06-10,09:00,10:00,09:08,10:00,1,1,0,Late
ST1113,Student_113,6,BD403,Big Data Analytics,F105,2025-03-26,09:00,10:00,09:00,10:00,1,0,0,On time
ST1188,Student_188,5,ML302,Machine Learning,F102,2025-01-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1006,Student_6,6,DL402,Deep Learning,F104,2025-08-06,09:00,10:00,,,0,0,0,Absent
ST1169,Student_169,6,AI401,Artificial Intelligence,F103,2025-09-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1480,Student_480,5,DL402,Deep Learning,F104,2025-02-26,09:00,10:00,09:00,10:00,1,0,0,On time
ST1301,Student_301,6,ML302,Machine Learning,F102,2025-02-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1166,Student_166,6,DS301,Data Science,F101,2025-08-18,09:00,10:00,09:00,10:00,1,0,0,On time
ST1325,Student_325,3,ML302,Machine Learning,F102,2025-06-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1065,Student_65,3,DS301,Data Science,F101,2025-06-04,09:00,10:00,09:00,10:00,1,0,0,On time
ST1285,Student_285,5,DL402,Deep Learning,F104,2025-06-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1274,Student_274,4,BD403,Big Data Analytics,F105,2025-02-05,09:00,10:00,09:00,10:00,1,0,0,On time
ST1293,Student_293,5,BD403,Big Data Analytics,F105,2025-03-27,09:00,10:00,,,0,0,0,Absent
ST1452,Student_452,5,AI401,Artificial Intelligence,F103,2025-08-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1096,Student_96,5,ML302,Machine Learning,F102,2025-05-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1121,Student_121,6,BD403,Big Data Analytics,F105,2025-03-31,09:00,10:00,09:10,10:00,1,1,0,Late
ST1178,Student_178,4,AI401,Artificial Intelligence,F103,2025-03-22,09:00,10:00,09:00,10:00,1,0,0,On time
ST1311,Student_311,4,BD403,Big Data Analytics,F105,2025-04-21,09:00,10:00,09:00,10:00,1,0,1,On time
ST1222,Student_222,6,DL402,Deep Learning,F104,2025-07-15,09:00,10:00,,,0,0,0,Absent
ST1134,Student_134,4,BD403,Big Data Analytics,F105,2025-01-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1463,Student_463,3,AI401,Artificial Intelligence,F103,2025-07-24,09:00,10:00,09:00,10:00,1,0,0,On time
ST1231,Student_231,4,BD403,Big Data Analytics,F105,2025-05-22,09:00,10:00,09:00,10:00,1,0,0,On time
ST1219,Student_219,3,BD403,Big Data Analytics,F105,2025-01-14,09:00,10:00,,,0,0,0,Absent
ST1148,Student_148,5,ML302,Machine Learning,F102,2025-04-16,09:00,10:00,09:11,10:00,1,1,0,Late
ST1311,Student_311,4,DL402,Deep Learning,F104,2025-02-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1223,Student_223,6,DS301,Data Science,F101,2025-06-20,09:00,10:00,09:00,10:00,1,0,1,On time
ST1112,Student_112,6,DL402,Deep Learning,F104,2025-05-03,09:00,10:00,09:14,10:00,1,1,0,Late
ST1351,Student_351,4,DL402,Deep Learning,F104,2025-05-23,09:00,10:00,09:00,10:00,1,0,0,On time
ST1037,Student_37,3,DS301,Data Science,F101,2025-03-27,09:00,10:00,09:02,10:00,1,1,0,Late
ST1428,Student_428,5,BD403,Big Data Analytics,F105,2025-06-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1216,Student_216,6,BD403,Big Data Analytics,F105,2025-06-13,09:00,10:00,09:09,10:00,1,1,0,Late
ST1242,Student_242,3,AI401,Artificial Intelligence,F103,2025-02-20,09:00,10:00,09:02,10:00,1,1,1,Late
ST1236,Student_236,4,DL402,Deep Learning,F104,2025-03-22,09:00,10:00,09:00,10:00,1,0,0,On time
ST1283,Student_283,4,BD403,Big Data Analytics,F105,2025-08-27,09:00,10:00,09:00,10:00,1,0,0,On time
ST1005,Student_5,5,ML302,Machine Learning,F102,2025-04-19,09:00,10:00,09:00,10:00,1,0,0,On time
ST1188,Student_188,5,ML302,Machine Learning,F102,2025-08-21,09:00,10:00,09:00,10:00,1,0,1,On time
ST1215,Student_215,6,ML302,Machine Learning,F102,2025-08-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1296,Student_296,5,BD403,Big Data Analytics,F105,2025-07-16,09:00,10:00,09:00,10:00,1,0,0,On time
ST1464,Student_464,5,AI401,Artificial Intelligence,F103,2025-03-22,09:00,10:00,09:00,10:00,1,0,0,On time
ST1095,Student_95,6,BD403,Big Data Analytics,F105,2025-02-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1445,Student_445,4,DS301,Data Science,F101,2025-05-20,09:00,10:00,,,0,0,0,Absent
ST1360,Student_360,5,DL402,Deep Learning,F104,2025-01-20,09:00,10:00,09:13,10:00,1,1,0,Late
ST1151,Student_151,4,DL402,Deep Learning,F104,2025-07-19,09:00,10:00,09:05,10:00,1,1,0,Late
ST1382,Student_382,4,BD403,Big Data Analytics,F105,2025-05-28,09:00,10:00,09:00,10:00,1,0,0,On time
ST1248,Student_248,4,BD403,Big Data Analytics,F105,2025-07-21,09:00,10:00,09:12,10:00,1,1,0,Late
ST1428,Student_428,5,DS301,Data Science,F101,2025-07-29,09:00,10:00,09:00,10:00,1,0,0,On time
ST1487,Student_487,4,ML302,Machine Learning,F102,2025-07-05,09:00,10:00,09:05,10:00,1,1,0,Late
ST1090,Student_90,3,AI401,Artificial Intelligence,F103,2025-08-18,09:00,10:00,09:00,10:00,1,0,0,On time
ST1037,Student_37,3,BD403,Big Data Analytics,F105,2025-08-06,09:00,10:00,09:00,10:00,1,0,0,On time
ST1230,Student_230,6,DS301,Data Science,F101,2025-08-21,09:00,10:00,09:00,10:00,1,0,1,On time
ST1299,Student_299,3,ML302,Machine Learning,F102,2025-05-24,09:00,10:00,09:00,10:00,1,0,0,On time
ST1087,Student_87,6,BD403,Big Data Analytics,F105,2025-02-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1047,Student_47,5,DL402,Deep Learning,F104,2025-07-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1089,Student_89,5,AI401,Artificial Intelligence,F103,2025-07-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1005,Student_5,5,DS301,Data Science,F101,2025-02-01,09:00,10:00,,,0,0,0,Absent
ST1052,Student_52,6,DS301,Data Science,F101,2025-06-10,09:00,10:00,09:08,10:00,1,1,0,Late
ST1062,Student_62,6,DL402,Deep Learning,F104,2025-06-09,09:00,10:00,09:00,10:00,1,0,0,On time
ST1394,Student_394,5,BD403,Big Data Analytics,F105,2025-05-30,09:00,10:00,09:00,10:00,1,0,0,On time
ST1038,Student_38,6,DS301,Data Science,F101,2025-01-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1169,Student_169,6,DL402,Deep Learning,F104,2025-02-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1178,Student_178,4,AI401,Artificial Intelligence,F103,2025-03-29,09:00,10:00,09:00,10:00,1,0,0,On time
ST1249,Student_249,6,BD403,Big Data Analytics,F105,2025-06-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1186,Student_186,6,ML302,Machine Learning,F102,2025-03-27,09:00,10:00,09:00,10:00,1,0,0,On time
ST1244,Student_244,5,BD403,Big Data Analytics,F105,2025-01-03,09:00,10:00,09:00,10:00,1,0,0,On time
ST1353,Student_353,6,DL402,Deep Learning,F104,2025-07-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1025,Student_25,6,DS301,Data Science,F101,2025-04-11,09:00,10:00,09:07,10:00,1,1,0,Late
ST1009,Student_9,6,BD403,Big Data Analytics,F105,2025-07-16,09:00,10:00,,,0,0,0,Absent
ST1371,Student_371,6,DS301,Data Science,F101,2025-02-08,09:00,10:00,09:00,10:00,1,0,0,On time
ST1165,Student_165,4,DL402,Deep Learning,F104,2025-02-17,09:00,10:00,09:00,10:00,1,0,0,On time
ST1465,Student_465,4,ML302,Machine Learning,F102,2025-08-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1140,Student_140,4,BD403,Big Data Analytics,F105,2025-02-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1397,Student_397,6,ML302,Machine Learning,F102,2025-05-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1231,Student_231,4,BD403,Big Data Analytics,F105,2025-05-23,09:00,10:00,09:00,10:00,1,0,0,On time
ST1340,Student_340,5,DS301,Data Science,F101,2025-08-07,09:00,10:00,09:07,10:00,1,1,0,Late
ST1278,Student_278,4,ML302,Machine Learning,F102,2025-04-12,09:00,10:00,09:00,10:00,1,0,0,On time
ST1125,Student_125,3,BD403,Big Data Analytics,F105,2025-04-26,09:00,10:00,09:00,10:00,1,0,1,On time
ST1399,Student_399,3,BD403,Big Data Analytics,F105,2025-05-02,09:00,10:00,09:00,10:00,1,0,0,On time
ST1180,Student_180,3,BD403,Big Data Analytics,F105,2025-08-28,09:00,10:00,09:00,10:00,1,0,0,On time
ST1254,Student_254,4,DL402,Deep Learning,F104,2025-05-02,09:00,10:00,09:00,10:00,1,0,0,On time
ST1042,Student_42,6,ML302,Machine Learning,F102,2025-02-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1282,Student_282,3,AI401,Artificial Intelligence,F103,2025-04-29,09:00,10:00,09:00,10:00,1,0,0,On time
ST1490,Student_490,4,DL402,Deep Learning,F104,2025-03-29,09:00,10:00,09:00,10:00,1,0,0,On time
ST1204,Student_204,6,ML302,Machine Learning,F102,2025-05-06,09:00,10:00,,,0,0,0,Absent
ST1004,Student_4,4,DL402,Deep Learning,F104,2025-03-25,09:00,10:00,09:02,10:00,1,1,0,Late
ST1273,Student_273,3,AI401,Artificial Intelligence,F103,2025-04-30,09:00,10:00,09:00,10:00,1,0,0,On time
ST1343,Student_343,6,DS301,Data Science,F101,2025-03-26,09:00,10:00,09:00,10:00,1,0,0,On time
ST1286,Student_286,5,BD403,Big Data Analytics,F105,2025-05-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1392,Student_392,4,BD403,Big Data Analytics,F105,2025-08-02,09:00,10:00,09:00,10:00,1,0,0,On time
ST1470,Student_470,5,DL402,Deep Learning,F104,2025-07-01,09:00,10:00,09:00,10:00,1,0,0,On time
ST1414,Student_414,5,BD403,Big Data Analytics,F105,2025-02-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1468,Student_468,5,ML302,Machine Learning,F102,2025-08-23,09:00,10:00,09:14,10:00,1,1,1,Late
ST1313,Student_313,3,AI401,Artificial Intelligence,F103,2025-02-26,09:00,10:00,09:00,10:00,1,0,0,On time
ST1015,Student_15,5,BD403,Big Data Analytics,F105,2025-02-06,09:00,10:00,09:07,10:00,1,1,0,Late
ST1495,Student_495,6,DS301,Data Science,F101,2025-07-29,09:00,10:00,09:00,10:00,1,0,0,On time
ST1089,Student_89,5,DL402,Deep Learning,F104,2025-01-21,09:00,10:00,09:00,10:00,1,0,0,On time
ST1358,Student_358,5,DS301,Data Science,F101,2025-03-12,09:00,10:00,09:00,10:00,1,0,0,On time
ST1336,Student_336,5,AI401,Artificial Intelligence,F103,2025-08-01,09:00,10:00,09:00,10:00,1,0,0,On time
ST1125,Student_125,3,BD403,Big Data Analytics,F105,2025-06-03,09:00,10:00,09:00,10:00,1,0,0,On time
ST1076,Student_76,4,AI401,Artificial Intelligence,F103,2025-07-07,09:00,10:00,09:00,10:00,1,0,0,On time
ST1427,Student_427,4,AI401,Artificial Intelligence,F103,2025-05-20,09:00,10:00,,,0,0,0,Absent
ST1099,Student_99,6,BD403,Big Data Analytics,F105,2025-05-03,09:00,10:00,09:00,10:00,1,0,0,On time
ST1182,Student_182,6,ML302,Machine Learning,F102,2025-06-16,09:00,10:00,09:00,10:00,1,0,0,On time
ST1315,Student_315,6,ML302,Machine Learning,F102,2025-03-04,09:00,10:00,09:09,10:00,1,1,0,Late
ST1431,Student_431,4,DS301,Data Science,F101,2025-03-07,09:00,10:00,09:03,10:00,1,1,0,Late
ST1394,Student_394,5,AI401,Artificial Intelligence,F103,2025-07-19,09:00,10:00,09:00,10:00,1,0,0,On time
ST1004,Student_4,4,AI401,Artificial Intelligence,F103,2025-01-11,09:00,10:00,09:00,10:00,1,0,0,On time
ST1332,Student_332,3,BD403,Big Data Analytics,F105,2025-04-19,09:00,10:00,09:08,10:00,1,1,0,Late
ST1140,Student_140,4,DL402,Deep Learning,F104,2025-04-22,09:00,10:00,,,0,0,1,Absent
ST1440,Student_440,4,ML302,Machine Learning,F102,2025-04-15,09:00,10:00,,,0,0,0,Absent
ST1416,Student_416,4,BD403,Big Data Analytics,F105,2025-07-02,09:00,10:00,09:00,10:00,1,0,0,On time
ST1236,Student_236,4,ML302,Machine Learning,F102,2025-04-01,09:00,10:00,09:08,10:00,1,1,0,Late
ST1091,Student_91,3,ML302,Machine Learning,F102,2025-02-06,09:00,10:00,09:11,10:00,1,1,0,Late
ST1035,Student_35,5,BD403,Big Data Analytics,F105,2025-06-21,09:00,10:00,,,0,0,1,Absent
ST1136,Student_136,5,DL402,Deep Learning,F104,2025-01-29,09:00,10:00,,,0,0,0,Absent
ST1160,Student_160,3,DL402,Deep Learning,F104,2025-04-15,09:00,10:00,09:00,10:00,1,0,0,On time
ST1241,Student_241,6,AI401,Artificial Intelligence,F103,2025-07-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1440,Student_440,4,AI401,Artificial Intelligence,F103,2025-05-14,09:00,10:00,09:00,10:00,1,0,0,On time
ST1027,Student_27,4,ML302,Machine Learning,F102,2025-06-17,09:00,10:00,09:01,10:00,1,1,0,Late
ST1197,Student_197,6,DS301,Data Science,F101,2025-08-30,09:00,10:00,09:00,10:00,1,0,0,On time
ST1319,Student_319,3,ML302,Machine Learning,F102,2025-06-02,09:00,10:00,,,0,0,0,Absent
ST1113,Student_113,6,AI401,Artificial Intelligence,F103,2025-03-21,09:00,10:00,09:00,10:00,1,0,0,On time
ST1310,Student_310,4,ML302,Machine Learning,F102,2025-03-05,09:00,10:00,09:11,10:00,1,1,0,Late
ST1241,Student_241,6,BD403,Big Data Analytics,F105,2025-06-10,09:00,10:00,09:00,10:00,1,0,0,On time
ST1199,Student_199,5,DL402,Deep Learning,F104,2025-01-03,09:00,10:00,09:00,10:00,1,0,0,On time
ST1305,Student_305,4,DL402,Deep Learning,F104,2025-06-20,09:00,10:00,,,0,0,1,Absent
ST1347,Student_347,5,DS301,Data Science,F101,2025-04-10,09:00,10:00,09:00,10:00,1,0,0,On time
